,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3616,0.91,Very Good,F,SI2,63.3,54.0,6.22,6.14,3.91,4804.879333486966
3617,0.9,Very Good,G,SI2,63.3,59.0,6.12,6.07,3.86,4727.285805722562
3618,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61,71.67413985829717
3619,0.26,Premium,F,VS1,59.5,58.0,4.18,4.22,2.5,-238.69997119932032
3620,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,7365.465749712312
3621,0.28,Ideal,D,VS2,62.4,57.0,4.2,4.16,2.61,-83.51291567051157
3622,0.43,Ideal,G,IF,62.4,54.0,4.84,4.87,3.03,1080.3900007955544
3623,1.07,Premium,G,SI2,62.9,59.0,6.58,6.51,4.12,6046.375777717438
3624,0.5,Ideal,H,VVS2,61.6,57.0,5.08,5.14,3.15,1623.5446951463855
3625,0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,1002.7964730311501
3626,1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,6201.562833246246
3627,1.03,Ideal,H,SI2,61.6,54.0,6.51,6.55,4.02,5736.00166665982
3628,1.15,Ideal,G,VS2,61.6,55.0,6.74,6.76,4.16,6667.123999832671
3629,0.4,Very Good,H,VS2,62.1,56.0,4.72,4.75,2.94,847.6094175023413
3630,1.26,Premium,I,SI2,60.1,59.0,7.0,6.91,4.18,7520.652805241121
3631,0.41,Ideal,D,VS2,62.2,57.0,4.76,4.72,2.95,925.2029452667457
3632,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1778.7317506751947
3633,0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,1778.7317506751947
3634,0.33,Ideal,E,VVS1,60.2,57.0,4.47,4.5,2.7,304.45472315151073
3635,0.55,Premium,F,VS2,59.0,58.0,5.38,5.33,3.16,2011.5123339684083
3636,1.01,Good,G,SI2,62.8,57.0,6.3,6.34,3.97,5580.814611131011
3637,0.33,Ideal,G,VVS1,61.9,55.0,4.45,4.5,2.77,304.45472315151073
3638,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55,3253.008778198878
3639,0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,692.4223619735326
3640,0.33,Very Good,F,VS1,59.1,60.0,4.48,4.52,2.66,304.45472315151073
3641,0.31,Ideal,F,VS2,61.6,55.0,4.36,4.38,2.69,149.26766762270154
3642,0.44,Good,E,SI1,63.2,53.0,4.84,4.87,3.07,1157.9835285599588
3643,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,5968.782249953032
3644,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,3563.3828892564957
3645,0.71,Very Good,F,SI1,61.1,58.0,5.71,5.77,3.51,3253.008778198878
3646,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,4727.285805722562
3647,0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59,3408.195833727687
3648,1.1,Very Good,J,VS1,60.9,59.0,6.65,6.74,4.08,6279.156361010651
3649,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,5813.595194424224
3650,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,614.8288342091282
3651,1.52,Ideal,F,VS2,62.5,55.0,7.42,7.31,4.6,9538.084527115636
3652,2.05,Premium,I,SI1,61.2,57.0,8.24,8.21,5.03,13650.541498629069
3653,1.01,Good,D,SI2,63.6,57.0,6.35,6.39,4.05,5580.814611131011
3654,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,5580.814611131011
3655,0.7,Fair,H,SI1,64.7,58.0,5.59,5.54,3.6,3175.4152504344734
3656,1.63,Ideal,I,SI1,61.3,56.0,7.64,7.56,4.66,10391.613332524083
3657,0.35,Ideal,D,VS1,60.1,57.0,4.58,4.61,2.76,459.641778680319
3658,0.73,Ideal,G,VVS2,62.1,56.0,5.78,5.81,3.59,3408.195833727687
3659,0.3,Ideal,G,VS1,62.0,54.0,4.35,4.3,2.68,71.67413985829717
3660,0.9,Good,I,VS1,63.3,59.0,6.06,6.1,3.85,4727.285805722562
3661,1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,7986.213971827548
3662,0.7,Fair,G,VS1,65.2,57.0,5.56,5.52,3.61,3175.4152504344734
3663,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,5658.408138895415
3664,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,3951.350528078518
3665,1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,5736.00166665982
3666,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,3408.195833727687
3667,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,2011.5123339684083
3668,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48,3175.4152504344734
3669,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,13650.541498629069
3670,0.36,Premium,D,SI2,61.2,59.0,4.56,4.59,2.8,537.2353064447234
3671,0.5,Ideal,H,VS1,61.7,59.0,5.07,5.14,3.15,1623.5446951463855
3672,1.51,Good,I,VS2,62.2,59.0,7.19,7.3,4.51,9460.490999351232
3673,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,3873.757000314114
3674,0.44,Premium,I,VVS1,61.5,58.0,4.87,4.95,3.02,1157.9835285599588
3675,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15,1623.5446951463855
3676,0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,1157.9835285599588
3677,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,4727.285805722562
3678,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,2166.699389497216
3679,1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,6589.530472068267
3680,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1701.1382229107899
3681,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,4727.285805722562
3682,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,3253.008778198878
3683,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,3718.5699447853053
3684,2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,13340.16738757145
3685,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,847.6094175023413
3686,1.5,Very Good,H,IF,63.0,59.0,7.23,7.3,4.58,9382.897471586826
3687,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,6667.123999832671
3688,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1623.5446951463855
3689,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,3330.602305963282
3690,1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,5503.221083366607
3691,2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,13650.541498629069
3692,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,3175.4152504344734
3693,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,226.8611953871059
3694,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,226.8611953871059
3695,0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,226.8611953871059
3696,0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,925.2029452667457
3697,0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,71.67413985829717
3698,0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,925.2029452667457
3699,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,847.6094175023413
3700,0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,3951.350528078518
3701,0.3,Very Good,H,SI1,62.9,58.0,4.24,4.28,2.68,71.67413985829717
3702,2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,13728.135026393475
3703,0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,1701.1382229107899
3704,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,459.641778680319
3705,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,2244.292917261621
3706,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,5580.814611131011
3707,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1778.7317506751947
3708,1.02,Premium,D,SI2,62.8,55.0,6.46,6.38,4.03,5658.408138895415
3709,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,304.45472315151073
3710,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,3951.350528078518
3711,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,614.8288342091282
3712,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,226.8611953871059
3713,0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,925.2029452667457
3714,1.33,Ideal,F,VVS2,61.9,55.0,7.02,7.07,4.36,8063.807499591952
3715,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,5813.595194424224
3716,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,3253.008778198878
3717,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4727.285805722562
3718,1.21,Very Good,F,SI2,61.5,61.0,6.77,6.82,4.18,7132.685166419098
3719,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,7055.091638654694
3720,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,7132.685166419098
3721,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,2399.4799727904297
3722,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,5736.00166665982
3723,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,7132.685166419098
3724,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,5580.814611131011
3725,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,1390.764111853172
3726,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,692.4223619735326
3727,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,71.67413985829717
3728,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,5813.595194424224
3729,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,4882.472861251372
3730,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,149.26766762270154
3731,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,71.67413985829717
3732,1.0,Premium,D,SI1,61.3,61.0,6.52,6.39,3.96,5503.221083366607
3733,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,4727.285805722562
3734,1.51,Good,G,VS1,64.0,57.0,7.31,7.2,4.64,9460.490999351232
3735,1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,10158.83274923087
3736,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,7055.091638654694
3737,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,537.2353064447234
3738,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,14193.6961929799
3739,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,3175.4152504344734
3740,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,5891.188722188628
3741,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,6511.936944303863
3742,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,226.8611953871059
3743,1.23,Ideal,J,VS2,61.7,57.0,6.87,6.8,4.22,7287.872221947908
3744,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,304.45472315151073
3745,1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,5891.188722188628
3746,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,226.8611953871059
3747,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,71.67413985829717
3748,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,2166.699389497216
3749,1.01,Very Good,E,SI1,63.2,59.0,6.28,6.25,3.96,5580.814611131011
3750,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,1623.5446951463855
3751,1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,10314.01980475968
3752,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,5503.221083366607
3753,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1701.1382229107899
3754,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,5580.814611131011
3755,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,-316.2934989637249
3756,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,1856.3252784395986
3757,2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,13417.760915335857
3758,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,304.45472315151073
3759,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,2399.4799727904297
3760,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,847.6094175023413
3761,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,4416.911694664945
3762,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,2089.105861732812
3763,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,1778.7317506751947
3764,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,71.67413985829717
3765,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,4804.879333486966
3766,1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,5658.408138895415
3767,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,7055.091638654694
3768,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,770.015889737937
3769,1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,5503.221083366607
3770,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,226.8611953871059
3771,0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,1856.3252784395986
3772,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,9382.897471586826
3773,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,692.4223619735326
3774,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,2089.105861732812
3775,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,6511.936944303863
3776,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,7132.685166419098
3777,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,6201.562833246246
3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,1157.9835285599588
3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,71.67413985829717
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,-5.919387906107204
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,149.26766762270154
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,6356.749888775055
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,5813.595194424224
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,537.2353064447234
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6046.375777717438
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,5658.408138895415
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,925.2029452667457
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,3640.9764170209005
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,3330.602305963282
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,8063.807499591952
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,614.8288342091282
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,847.6094175023413
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,3175.4152504344734
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,13417.760915335857
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,149.26766762270154
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,5658.408138895415
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,149.26766762270154
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,13572.947970864665
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,13029.793276513834
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1933.9188062040034
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,6511.936944303863
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,692.4223619735326
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,3175.4152504344734
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,10158.83274923087
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,5503.221083366607
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,226.8611953871059
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,71.67413985829717
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5503.221083366607
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,3330.602305963282
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1002.7964730311501
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,4727.285805722562
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,3175.4152504344734
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5968.782249953032
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,1778.7317506751947
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1080.3900007955544
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,149.26766762270154
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,5503.221083366607
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,6201.562833246246
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,6899.9045831258845
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,6356.749888775055
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,149.26766762270154
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,7598.246333005525
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,71.67413985829717
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,4339.318166900541
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,-83.51291567051157
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,226.8611953871059
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11012.36155463932
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5968.782249953032
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,304.45472315151073
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,3563.3828892564957
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5580.814611131011
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,537.2353064447234
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,226.8611953871059
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,4804.879333486966
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,770.015889737937
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,7831.026916298739
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,6899.9045831258845
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,10934.768026874915
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2089.105861732812
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,-393.8870267281295
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,14426.476776273114
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6822.311055361481
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,149.26766762270154
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,11012.36155463932
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1002.7964730311501
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,5658.408138895415
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,7055.091638654694
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,5580.814611131011
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,226.8611953871059
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1623.5446951463855
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,7287.872221947908
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,11710.70330451896
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,9460.490999351232
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1933.9188062040034
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,71.67413985829717
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,10779.580971346106
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3718.5699447853053
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,6279.156361010651
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3640.9764170209005
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,5658.408138895415
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,7443.059277476716
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,304.45472315151073
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1623.5446951463855
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,-83.51291567051157
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,149.26766762270154
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1701.1382229107899
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,9770.86511040885
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,1080.3900007955544
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3718.5699447853053
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,4727.285805722562
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11012.36155463932
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5503.221083366607
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1778.7317506751947
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,149.26766762270154
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,304.45472315151073
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,9460.490999351232
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4106.537583607327
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,5813.595194424224
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,9382.897471586826
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,13417.760915335857
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1778.7317506751947
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,382.0482509159151
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,5813.595194424224
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9693.271582644446
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,3175.4152504344734
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,9538.084527115636
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,6279.156361010651
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,847.6094175023413
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,3253.008778198878
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,149.26766762270154
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,614.8288342091282
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,5580.814611131011
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,2166.699389497216
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,847.6094175023413
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,537.2353064447234
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,71.67413985829717
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,5580.814611131011
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9382.897471586826
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2166.699389497216
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,4727.285805722562
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1701.1382229107899
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,-161.10644343491595
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,3175.4152504344734
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,11322.735665696937
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,5503.221083366607
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1623.5446951463855
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,9460.490999351232
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7055.091638654694
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,847.6094175023413
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3253.008778198878
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1080.3900007955544
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,149.26766762270154
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1080.3900007955544
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1856.3252784395986
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,3640.9764170209005
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2321.886445026025
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1002.7964730311501
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1778.7317506751947
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,149.26766762270154
